Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-10-24,Sat,Premier League,Matchweek 10,Home,W 2–1,Arsenal,Everton,Y,LB,90,0,0,0,0,0,0,0,0,1,0,0,1,3,5,0,,,Match Report
2015-2016,2015-10-27,Tue,League Cup,Fourth round,Away,L 0–3,Arsenal,Sheffield Weds,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2015-10-31,Sat,Premier League,Matchweek 11,Away,W 3–0,Arsenal,Swansea City,Y,LB,90,0,0,0,0,1,0,0,0,1,1,0,3,4,5,0,,,Match Report
2015-2016,2015-11-04,Wed,Champions Lg,Group stage,Away,L 1–5,eng Arsenal,de Bayern Munich,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,Match Report
2015-2016,2015-11-08,Sun,Premier League,Matchweek 12,Home,D 1–1,Arsenal,Tottenham,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Away,L 1–2,Arsenal,West Brom,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,,,Match Report
2015-2016,2015-11-24,Tue,Champions Lg,Group stage,Home,W 3–0,eng Arsenal,hr Dinamo Zagreb,Y,LB,90,0,1,0,0,1,0,1,0,1,0,0,4,2,4,0,0,0,Match Report
2015-2016,2015-11-29,Sun,Premier League,Matchweek 14,Away,D 1–1,Arsenal,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Home,W 3–1,Arsenal,Sunderland,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,4,4,5,0,,,Match Report
2015-2016,2015-12-09,Wed,Champions Lg,Group stage,Away,W 3–0,eng Arsenal,gr Olympiacos,Y,LB,90,0,0,0,0,2,0,0,0,1,0,0,3,2,3,0,0,0,Match Report
2015-2016,2015-12-13,Sun,Premier League,Matchweek 16,Away,W 2–0,Arsenal,Aston Villa,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,,,Match Report
2015-2016,2015-12-21,Mon,Premier League,Matchweek 17,Home,W 2–1,Arsenal,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Away,L 0–4,Arsenal,Southampton,Y,LB,90,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,,,Match Report
2015-2016,2015-12-28,Mon,Premier League,Matchweek 19,Home,W 2–0,Arsenal,Bournemouth,N,,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report
2015-2016,2016-01-02,Sat,Premier League,Matchweek 20,Home,W 1–0,Arsenal,Newcastle Utd,Y,LB,90,0,0,0,0,1,0,0,0,1,1,0,3,1,6,0,,,Match Report
2015-2016,2016-01-09,Sat,FA Cup,Third round,Home,W 3–1,Arsenal,Sunderland,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Away,D 3–3,Arsenal,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,,,Match Report
2015-2016,2016-01-17,Sun,Premier League,Matchweek 22,Away,D 0–0,Arsenal,Stoke City,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,1,3,4,0,,,Match Report
2015-2016,2016-01-24,Sun,Premier League,Matchweek 23,Home,L 0–1,Arsenal,Chelsea,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,,,Match Report
2015-2016,2016-01-30,Sat,FA Cup,Fourth round,Home,W 2–1,Arsenal,Burnley,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-02,Tue,Premier League,Matchweek 24,Home,D 0–0,Arsenal,Southampton,Y,LB,90,0,0,0,0,0,0,0,0,0,3,0,3,2,2,0,,,Match Report
2015-2016,2016-02-07,Sun,Premier League,Matchweek 25,Away,W 2–0,Arsenal,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,1,1,6,0,,,Match Report
2015-2016,2016-02-14,Sun,Premier League,Matchweek 26,Home,W 2–1,Arsenal,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,2,2,0,9,2,3,0,,,Match Report
2015-2016,2016-02-20,Sat,FA Cup,Fifth round,Home,D 0–0,Arsenal,Hull City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-02-23,Tue,Champions Lg,Round of 16,Home,L 0–2,eng Arsenal,es Barcelona,Y,LB,90,0,0,0,0,0,0,1,0,1,2,0,3,0,3,0,0,0,Match Report
2015-2016,2016-02-28,Sun,Premier League,Matchweek 27,Away,L 2–3,Arsenal,Manchester Utd,Y,LB,90,0,0,0,0,1,1,0,0,1,3,0,1,1,2,0,,,Match Report
2015-2016,2016-03-02,Wed,Premier League,Matchweek 28,Home,L 1–2,Arsenal,Swansea City,Y,LB,90,0,0,0,0,1,0,0,0,0,1,2,2,2,2,0,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Away,D 2–2,Arsenal,Tottenham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-08,Tue,FA Cup,Fifth round,Away,W 4–0,Arsenal,Hull City,N,,59,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-13,Sun,FA Cup,Quarter-finals,Home,L 1–2,Arsenal,Watford,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-03-16,Wed,Champions Lg,Round of 16,Away,L 1–3,eng Arsenal,es Barcelona,Y,LB,90,0,0,0,0,0,0,0,0,2,1,0,2,0,4,0,0,0,Match Report
2015-2016,2016-03-19,Sat,Premier League,Matchweek 31,Away,W 2–0,Arsenal,Everton,Y,LB,90,0,0,0,0,0,0,0,0,2,0,0,3,3,4,0,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Home,W 4–0,Arsenal,Watford,Y,LB,90,0,0,0,0,1,0,0,0,2,1,0,2,2,3,0,,,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Away,D 3–3,Arsenal,West Ham,Y,LB,90,0,0,0,0,3,2,0,0,0,0,0,4,1,4,0,,,Match Report
2015-2016,2016-04-17,Sun,Premier League,Matchweek 34,Home,D 1–1,Arsenal,Crystal Palace,Y,LB,90,0,0,0,0,2,0,0,0,0,3,0,3,2,0,0,,,Match Report
2015-2016,2016-04-21,Thu,Premier League,Matchweek 30,Home,W 2–0,Arsenal,West Brom,Y,LB,90,0,0,0,0,0,0,0,0,3,2,0,1,0,5,0,,,Match Report
2015-2016,2016-04-24,Sun,Premier League,Matchweek 35,Away,D 0–0,Arsenal,Sunderland,Y,LB,90,0,0,0,0,0,0,0,0,2,2,0,3,1,1,0,,,Match Report
2015-2016,2016-04-30,Sat,Premier League,Matchweek 36,Home,W 1–0,Arsenal,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,,,Match Report
2015-2016,2016-05-08,Sun,Premier League,Matchweek 37,Away,D 2–2,Arsenal,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,1,0,0,2,1,5,0,,,Match Report
2015-2016,2016-05-15,Sun,Premier League,Matchweek 38,Home,W 4–0,Arsenal,Aston Villa,Y,LB,90,0,1,0,0,0,0,0,0,1,0,0,3,1,4,0,,,Match Report
