Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2015-2016,2015-11-07,Sat,Premier League,Matchweek 12,Away,L 1–2,Watford,Leicester City,Y,CM,90,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,,,Match Report
2015-2016,2015-11-21,Sat,Premier League,Matchweek 13,Home,L 1–2,Watford,Manchester Utd,Y,DM,90,0,0,0,0,1,0,1,0,2,0,0,5,2,0,0,,,Match Report
2015-2016,2015-11-28,Sat,Premier League,Matchweek 14,Away,W 3–2,Watford,Aston Villa,Y,CM,90,0,0,0,0,2,0,1,0,3,0,0,9,3,2,0,,,Match Report
2015-2016,2015-12-05,Sat,Premier League,Matchweek 15,Home,W 2–0,Watford,Norwich City,Y,CM,90,0,0,0,0,1,0,1,0,1,0,0,4,1,1,0,,,Match Report
2015-2016,2015-12-12,Sat,Premier League,Matchweek 16,Away,W 1–0,Watford,Sunderland,Y,DM,90,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,,,Match Report
2015-2016,2015-12-20,Sun,Premier League,Matchweek 17,Home,W 3–0,Watford,Liverpool,Y,CM,90,0,0,0,0,0,0,0,0,0,1,0,8,1,6,0,,,Match Report
2015-2016,2015-12-26,Sat,Premier League,Matchweek 18,Away,D 2–2,Watford,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,1,0,0,4,4,5,0,,,Match Report
2015-2016,2015-12-28,Mon,Premier League,Matchweek 19,Home,L 1–2,Watford,Tottenham,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,,,Match Report
2015-2016,2016-01-02,Sat,Premier League,Matchweek 20,Home,L 1–2,Watford,Manchester City,Y,CM,90,0,0,0,0,3,1,0,0,0,0,0,5,1,4,0,,,Match Report
2015-2016,2016-01-09,Sat,FA Cup,Third round,Home,W 1–0,Watford,Newcastle Utd,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-01-13,Wed,Premier League,Matchweek 21,Away,L 0–2,Watford,Southampton,Y,CM,90,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,,,Match Report
2015-2016,2016-01-18,Mon,Premier League,Matchweek 22,Away,L 0–1,Watford,Swansea City,Y,CM,90,0,0,0,0,1,0,0,0,1,1,0,7,2,5,0,,,Match Report
2015-2016,2016-01-23,Sat,Premier League,Matchweek 23,Home,W 2–1,Watford,Newcastle Utd,Y,CM,90,0,0,0,0,0,0,0,0,1,1,0,3,2,2,0,,,Match Report
2015-2016,2016-01-30,Sat,FA Cup,Fourth round,Away,W 1–0,Watford,Nott'ham Forest,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-03,Wed,Premier League,Matchweek 24,Home,D 0–0,Watford,Chelsea,Y,CM,90,0,0,0,0,0,0,0,0,0,1,0,8,3,5,0,,,Match Report
2015-2016,2016-02-06,Sat,Premier League,Matchweek 25,Away,L 0–1,Watford,Tottenham,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,,,Match Report
2015-2016,2016-02-13,Sat,Premier League,Matchweek 26,Away,W 2–1,Watford,Crystal Palace,Y,CM,90,0,0,0,0,0,0,0,0,2,1,0,4,1,2,0,,,Match Report
2015-2016,2016-02-20,Sat,FA Cup,Fifth round,Home,W 1–0,Watford,Leeds United,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-02-27,Sat,Premier League,Matchweek 27,Home,D 0–0,Watford,Bournemouth,Y,CM,90,0,0,0,0,0,0,1,0,1,0,0,6,1,4,0,,,Match Report
2015-2016,2016-03-02,Wed,Premier League,Matchweek 28,Away,L 0–1,Watford,Manchester Utd,Y,CM,90,0,0,0,0,0,0,0,0,1,0,0,9,0,2,0,,,Match Report
2015-2016,2016-03-05,Sat,Premier League,Matchweek 29,Home,L 0–1,Watford,Leicester City,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,,,Match Report
2015-2016,2016-03-13,Sun,FA Cup,Quarter-finals,Away,W 2–1,Watford,Arsenal,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-03-19,Sat,Premier League,Matchweek 31,Home,L 1–2,Watford,Stoke City,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-04-02,Sat,Premier League,Matchweek 32,Away,L 0–4,Watford,Arsenal,Y,CM,90,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,,,Match Report
2015-2016,2016-04-09,Sat,Premier League,Matchweek 33,Home,D 1–1,Watford,Everton,Y,CM,90,0,1,0,0,2,2,0,0,3,0,0,4,2,1,0,,,Match Report
2015-2016,2016-04-16,Sat,Premier League,Matchweek 34,Away,W 1–0,Watford,West Brom,Y,CM,90,1,0,0,0,1,1,0,0,3,0,0,0,2,3,0,,,Match Report
2015-2016,2016-04-20,Wed,Premier League,Matchweek 30,Away,L 1–3,Watford,West Ham,N,"On matchday squad, but did not play",,,,,,,,,,,,,,,,,,,Match Report
2015-2016,2016-04-24,Sun,FA Cup,Semi-finals,Away,L 1–2,Watford,Crystal Palace,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2015-2016,2016-04-30,Sat,Premier League,Matchweek 36,Home,W 3–2,Watford,Aston Villa,Y,CM,90,0,0,0,0,1,0,0,0,2,1,0,1,3,3,0,,,Match Report
2015-2016,2016-05-08,Sun,Premier League,Matchweek 37,Away,L 0–2,Watford,Liverpool,Y,CM,90,0,0,0,0,1,0,0,0,2,1,0,0,1,4,0,,,Match Report
2015-2016,2016-05-11,Wed,Premier League,Matchweek 35,Away,L 2–4,Watford,Norwich City,Y,CM,71,0,0,0,0,0,0,1,0,2,0,0,1,4,0,0,,,Match Report
2015-2016,2016-05-15,Sun,Premier League,Matchweek 38,Home,D 2–2,Watford,Sunderland,Y,CM,90,0,0,0,0,0,0,0,0,2,1,0,0,2,4,0,,,Match Report
