Season,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2014-2015,2014-11-30,Sun,Premier League,Matchweek 13,Home,W 2–1,Tottenham,Everton,Y,,90,0,0,0,0,0,0,1,0,2,0,0,0,1,7,0,,,Match Report
2014-2015,2014-12-03,Wed,Premier League,Matchweek 14,Away,L 0–3,Tottenham,Chelsea,Y,,90,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,,,Match Report
2014-2015,2014-12-06,Sat,Premier League,Matchweek 15,Home,D 0–0,Tottenham,Crystal Palace,Y,,90,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,,,Match Report
2014-2015,2014-12-14,Sun,Premier League,Matchweek 16,Away,W 2–1,Tottenham,Swansea City,Y,,90,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,,,Match Report
2014-2015,2014-12-17,Wed,League Cup,Quarter-finals,Home,W 4–0,Tottenham,Newcastle Utd,Y,,79,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2014-12-20,Sat,Premier League,Matchweek 17,Home,W 2–1,Tottenham,Burnley,Y,,90,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,,,Match Report
2014-2015,2014-12-26,Fri,Premier League,Matchweek 18,Away,W 2–1,Tottenham,Leicester City,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Match Report
2014-2015,2015-01-01,Thu,Premier League,Matchweek 20,Home,W 5–3,Tottenham,Chelsea,Y,,90,0,0,0,0,1,0,1,0,1,0,0,0,3,4,0,,,Match Report
2014-2015,2015-01-11,Sun,Friendlies (M),Friendlies (M),Away,D 1–1,dz Algeria,tn Tunisia,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-01-19,Mon,Africa Cup of Nations,Group stage,Home,W 3–1,dz Algeria,za South Africa,Y,,90,0,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,0,Match Report
2014-2015,2015-01-23,Fri,Africa Cup of Nations,Group stage,Away,L 0–1,dz Algeria,gh Ghana,Y,,90,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,Match Report
2014-2015,2015-01-27,Tue,Africa Cup of Nations,Group stage,Away,W 2–0,dz Algeria,sn Senegal,Y,,90,1,0,0,0,1,1,0,0,5,1,0,0,0,3,0,0,0,Match Report
2014-2015,2015-02-01,Sun,Africa Cup of Nations,Quarter-finals,Neutral,L 1–3,dz Algeria,ci Côte d'Ivoire,Y,,90,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,Match Report
2014-2015,2015-02-07,Sat,Premier League,Matchweek 24,Home,W 2–1,Tottenham,Arsenal,Y,,90,0,1,0,0,4,1,1,0,1,1,0,1,4,3,0,,,Match Report
2014-2015,2015-02-10,Tue,Premier League,Matchweek 25,Away,L 2–3,Tottenham,Liverpool,Y,,90,0,0,0,0,1,0,0,0,1,0,0,0,4,3,0,,,Match Report
2014-2015,2015-02-19,Thu,Europa Lg,Round of 32,Home,D 1–1,eng Tottenham,it Fiorentina,Y,,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-02-22,Sun,Premier League,Matchweek 26,Home,D 2–2,Tottenham,West Ham,Y,,90,0,0,0,0,4,2,0,0,0,1,0,0,3,5,0,,,Match Report
2014-2015,2015-02-26,Thu,Europa Lg,Round of 32,Away,L 0–2,eng Tottenham,it Fiorentina,Y,,63,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2014-2015,2015-03-01,Sun,League Cup,Final,Away,L 0–2,Tottenham,Chelsea,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2015-03-04,Wed,Premier League,Matchweek 28,Home,W 3–2,Tottenham,Swansea City,Y,,90,0,1,0,0,2,1,0,0,1,1,0,0,0,5,0,,,Match Report
2014-2015,2015-03-07,Sat,Premier League,Matchweek 27,Away,W 2–1,Tottenham,QPR,Y,,90,0,0,0,0,0,0,1,0,2,3,0,0,2,0,0,,,Match Report
2014-2015,2015-03-15,Sun,Premier League,Matchweek 29,Away,L 0–3,Tottenham,Manchester Utd,Y,,90,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,Match Report
2014-2015,2015-03-21,Sat,Premier League,Matchweek 30,Home,W 4–3,Tottenham,Leicester City,Y,,90,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,,,Match Report
2014-2015,2015-03-26,Thu,Friendlies (M),Friendlies (M),Away,L 0–1,dz Algeria,qa Qatar,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2015-03-30,Mon,Friendlies (M),Friendlies (M),Home,W 4–1,dz Algeria,om Oman,Y,,90,0,0,0,0,,,1,0,,,,,,,0,,,Match Report
2014-2015,2015-04-05,Sun,Premier League,Matchweek 31,Away,D 0–0,Tottenham,Burnley,Y,,90,0,0,0,0,2,0,0,0,2,1,0,0,2,4,0,,,Match Report
2014-2015,2015-04-11,Sat,Premier League,Matchweek 32,Home,L 0–1,Tottenham,Aston Villa,Y,,90,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,,,Match Report
2014-2015,2015-04-19,Sun,Premier League,Matchweek 33,Away,W 3–1,Tottenham,Newcastle Utd,Y,,90,0,0,0,0,3,0,1,0,3,0,0,0,2,4,0,,,Match Report
2014-2015,2015-04-25,Sat,Premier League,Matchweek 34,Away,D 2–2,Tottenham,Southampton,Y,,86,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,,,Match Report
2014-2015,2015-05-03,Sun,Premier League,Matchweek 35,Home,L 0–1,Tottenham,Manchester City,Y,,90,0,0,0,0,3,0,1,0,0,1,0,0,4,1,0,,,Match Report
2014-2015,2015-05-09,Sat,Premier League,Matchweek 36,Away,L 0–3,Tottenham,Stoke City,Y,,90,0,0,0,0,0,0,0,0,2,2,0,0,1,3,0,,,Match Report
2014-2015,2015-05-16,Sat,Premier League,Matchweek 37,Home,W 2–0,Tottenham,Hull City,Y,,90,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,,,Match Report
2014-2015,2015-05-24,Sun,Premier League,Matchweek 38,Away,W 1–0,Tottenham,Everton,Y,,90,0,0,0,0,0,0,0,0,0,2,0,4,2,5,0,,,Match Report
2014-2015,2015-06-13,Sat,Africa Cup of Nations qualification,Group stage,Home,W 4–0,dz Algeria,sc Seychelles,Y,,90,1,0,0,0,,,0,0,,,,,,,0,,,Match Report
